ID,job,marital,education,default,housing,loan,contact,month,poutcome,label
CLIENT3670,blue-collar,single,primary,no,yes,no,unknown,may,unknown,no
CLIENT3671,blue-collar,married,secondary,no,no,no,unknown,jun,unknown,no
CLIENT3672,blue-collar,married,secondary,no,yes,no,cellular,jan,unknown,no
CLIENT3673,entrepreneur,married,tertiary,no,no,no,unknown,jun,unknown,yes
CLIENT3674,management,single,tertiary,no,yes,no,cellular,may,failure,no
CLIENT3675,management,single,tertiary,no,no,no,cellular,aug,unknown,no
CLIENT3676,services,married,secondary,no,no,no,cellular,aug,unknown,no
CLIENT3677,entrepreneur,married,secondary,no,yes,yes,unknown,may,unknown,no
CLIENT3678,management,divorced,secondary,no,no,no,cellular,aug,unknown,no
CLIENT3679,services,married,secondary,no,yes,yes,cellular,jul,unknown,no
CLIENT3680,unemployed,divorced,secondary,no,yes,no,cellular,nov,unknown,no
CLIENT3681,blue-collar,single,secondary,yes,yes,no,unknown,may,unknown,yes
CLIENT3682,management,divorced,tertiary,no,no,no,cellular,may,failure,no
CLIENT3683,blue-collar,married,secondary,no,yes,no,cellular,nov,unknown,no
CLIENT3684,admin.,single,tertiary,no,no,no,cellular,apr,success,yes
CLIENT3685,management,single,tertiary,no,yes,no,unknown,may,unknown,no
CLIENT3686,admin.,married,secondary,no,no,no,unknown,may,unknown,no
CLIENT3687,blue-collar,single,secondary,no,yes,no,cellular,apr,unknown,no
CLIENT3688,unemployed,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT3689,technician,married,tertiary,no,yes,no,cellular,jun,failure,no
CLIENT3690,housemaid,married,primary,no,no,no,cellular,feb,failure,yes
CLIENT3691,management,single,tertiary,no,no,no,cellular,aug,unknown,no
CLIENT3692,blue-collar,divorced,primary,no,yes,no,unknown,jun,unknown,no
CLIENT3693,self-employed,married,tertiary,no,no,no,cellular,jun,unknown,no
CLIENT3694,management,married,secondary,yes,yes,no,cellular,jul,unknown,no
CLIENT3695,management,married,tertiary,no,no,no,cellular,apr,success,yes
CLIENT3696,services,single,secondary,no,yes,yes,unknown,may,unknown,no
CLIENT3697,admin.,divorced,primary,no,yes,no,cellular,may,failure,no
CLIENT3698,blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
CLIENT3699,blue-collar,married,secondary,no,yes,yes,cellular,may,unknown,no
CLIENT3700,retired,married,primary,no,no,no,cellular,oct,unknown,no
CLIENT3701,management,married,tertiary,no,yes,no,cellular,oct,other,no
CLIENT3702,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
CLIENT3703,blue-collar,married,primary,no,yes,no,cellular,feb,failure,no
CLIENT3704,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,no
CLIENT3705,management,married,tertiary,no,yes,no,cellular,may,other,no
CLIENT3706,admin.,married,primary,no,yes,yes,unknown,jun,unknown,no
CLIENT3707,technician,single,secondary,no,yes,no,unknown,jun,unknown,no
CLIENT3708,management,divorced,tertiary,no,no,yes,cellular,aug,unknown,no
CLIENT3709,entrepreneur,married,secondary,no,yes,no,cellular,nov,unknown,no
CLIENT3710,self-employed,married,tertiary,no,no,no,cellular,may,other,no
CLIENT3711,blue-collar,married,secondary,no,no,no,unknown,may,unknown,no
CLIENT3712,blue-collar,married,primary,no,yes,no,unknown,jun,unknown,no
CLIENT3713,blue-collar,married,secondary,no,no,no,cellular,may,unknown,no
CLIENT3714,management,divorced,tertiary,no,yes,no,cellular,may,success,no
CLIENT3715,admin.,married,secondary,no,no,no,unknown,jun,unknown,no
CLIENT3716,retired,divorced,secondary,no,yes,no,unknown,may,unknown,no
CLIENT3717,management,married,tertiary,no,no,no,telephone,aug,unknown,no
CLIENT3718,services,divorced,unknown,no,yes,no,unknown,may,unknown,no
CLIENT3719,management,single,tertiary,no,no,no,cellular,aug,unknown,no
CLIENT3720,management,married,secondary,no,yes,no,cellular,jul,unknown,no
CLIENT3721,admin.,married,secondary,yes,no,yes,unknown,jul,unknown,no
CLIENT3722,self-employed,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT3723,services,single,secondary,no,yes,no,cellular,may,unknown,yes
CLIENT3724,housemaid,divorced,secondary,no,yes,no,cellular,may,failure,no
CLIENT3725,unemployed,married,primary,no,yes,no,unknown,may,unknown,no
CLIENT3726,technician,married,unknown,no,yes,no,unknown,may,unknown,no
CLIENT3727,technician,single,secondary,no,yes,no,cellular,jul,unknown,no
CLIENT3728,technician,married,secondary,no,no,no,cellular,aug,unknown,no
CLIENT3729,entrepreneur,married,primary,no,no,no,cellular,aug,unknown,no
CLIENT3730,technician,married,secondary,no,yes,no,unknown,may,unknown,yes
CLIENT3731,retired,married,secondary,no,no,no,cellular,nov,failure,no
CLIENT3732,blue-collar,single,secondary,no,no,yes,cellular,nov,unknown,no
CLIENT3733,technician,divorced,tertiary,no,yes,no,cellular,aug,unknown,yes
CLIENT3734,services,married,secondary,no,yes,no,cellular,jul,unknown,yes
CLIENT3735,unemployed,married,tertiary,no,yes,no,cellular,feb,unknown,no
CLIENT3736,technician,married,tertiary,no,yes,no,cellular,jul,unknown,no
CLIENT3737,retired,married,secondary,no,no,no,cellular,nov,unknown,no
CLIENT3738,blue-collar,married,primary,no,yes,no,cellular,may,unknown,no
CLIENT3739,management,married,tertiary,no,yes,no,unknown,jun,unknown,no
CLIENT3740,blue-collar,divorced,primary,no,yes,no,cellular,may,unknown,yes
CLIENT3741,housemaid,married,primary,no,yes,no,cellular,jul,unknown,no
CLIENT3742,self-employed,married,tertiary,no,no,no,cellular,aug,unknown,no
CLIENT3743,admin.,single,secondary,no,yes,yes,telephone,oct,other,yes
CLIENT3744,admin.,single,secondary,no,yes,no,cellular,jul,unknown,no
CLIENT3745,services,single,secondary,no,yes,no,cellular,may,unknown,no
CLIENT3746,management,married,tertiary,no,yes,no,cellular,nov,failure,no
CLIENT3747,blue-collar,married,secondary,no,yes,yes,cellular,may,unknown,no
CLIENT3748,management,married,tertiary,no,no,no,cellular,nov,unknown,no
CLIENT3749,management,married,tertiary,no,no,no,cellular,jan,unknown,no
CLIENT3750,retired,divorced,unknown,no,no,no,telephone,jul,failure,no
CLIENT3751,technician,married,secondary,no,no,no,cellular,aug,success,no
CLIENT3752,services,married,secondary,no,yes,no,telephone,jul,unknown,no
CLIENT3753,blue-collar,married,secondary,no,yes,no,cellular,jun,unknown,no
CLIENT3754,management,single,tertiary,no,no,no,cellular,aug,unknown,yes
CLIENT3755,blue-collar,single,secondary,no,yes,yes,cellular,apr,other,no
CLIENT3756,services,married,secondary,no,yes,no,cellular,may,failure,no
CLIENT3757,technician,single,tertiary,no,no,no,telephone,may,unknown,no
CLIENT3758,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT3759,services,married,primary,no,no,no,unknown,jun,unknown,no
CLIENT3760,management,married,tertiary,no,no,no,unknown,may,unknown,no
CLIENT3761,admin.,single,secondary,no,yes,no,unknown,jun,unknown,no
CLIENT3762,technician,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT3763,blue-collar,married,secondary,no,no,yes,cellular,jul,unknown,no
CLIENT3764,unemployed,married,secondary,no,yes,no,cellular,nov,unknown,no
CLIENT3765,technician,divorced,secondary,no,no,no,cellular,feb,failure,yes
CLIENT3766,technician,single,secondary,no,yes,no,cellular,may,unknown,no
CLIENT3767,housemaid,married,secondary,no,no,no,cellular,aug,unknown,no
CLIENT3768,management,single,tertiary,no,no,no,unknown,jun,unknown,no
CLIENT3769,housemaid,married,primary,no,yes,no,unknown,may,unknown,no
CLIENT3770,management,single,tertiary,no,yes,no,telephone,may,other,no
CLIENT3771,management,married,tertiary,no,no,no,cellular,mar,unknown,yes
CLIENT3772,management,single,tertiary,no,no,no,cellular,aug,unknown,no
CLIENT3773,technician,married,secondary,no,no,no,cellular,aug,unknown,no
CLIENT3774,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT3775,management,divorced,tertiary,no,no,no,cellular,oct,failure,no
CLIENT3776,blue-collar,divorced,secondary,no,no,no,unknown,jun,unknown,no
CLIENT3777,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,no
CLIENT3778,management,married,tertiary,no,no,no,cellular,apr,unknown,yes
CLIENT3779,blue-collar,married,secondary,no,no,no,unknown,jun,unknown,no
CLIENT3780,management,single,tertiary,no,no,no,cellular,jun,unknown,yes
CLIENT3781,management,married,primary,no,yes,no,cellular,jul,unknown,no
CLIENT3782,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
CLIENT3783,retired,married,secondary,no,yes,no,cellular,jul,unknown,no
CLIENT3784,technician,single,secondary,no,yes,no,unknown,may,unknown,no
CLIENT3785,blue-collar,single,primary,no,yes,no,unknown,may,unknown,no
CLIENT3786,retired,married,secondary,no,no,no,telephone,apr,unknown,yes
CLIENT3787,blue-collar,married,secondary,no,yes,no,cellular,feb,unknown,no
CLIENT3788,self-employed,married,secondary,no,yes,no,cellular,jul,unknown,no
CLIENT3789,management,married,tertiary,no,no,no,cellular,oct,unknown,yes
CLIENT3790,blue-collar,single,primary,no,no,no,cellular,jul,unknown,no
CLIENT3791,services,married,secondary,no,yes,no,cellular,nov,unknown,no
CLIENT3792,technician,married,secondary,no,no,no,unknown,may,unknown,no
CLIENT3793,housemaid,married,primary,no,yes,no,cellular,nov,unknown,no
CLIENT3794,unemployed,single,unknown,no,yes,no,cellular,may,failure,no
CLIENT3795,services,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT3796,retired,married,primary,no,no,no,cellular,feb,unknown,yes
CLIENT3797,technician,single,tertiary,no,no,no,cellular,apr,other,no
CLIENT3798,management,single,tertiary,no,no,no,cellular,jul,unknown,no
CLIENT3799,blue-collar,married,secondary,no,yes,no,cellular,apr,success,no
CLIENT3800,technician,married,secondary,no,no,no,cellular,aug,unknown,no
CLIENT3801,technician,married,secondary,no,no,no,cellular,aug,unknown,no
CLIENT3802,admin.,married,tertiary,no,no,no,cellular,feb,unknown,no
CLIENT3803,student,single,secondary,no,no,no,cellular,jan,unknown,no
CLIENT3804,admin.,single,secondary,no,yes,no,unknown,jun,unknown,no
CLIENT3805,entrepreneur,married,secondary,no,no,no,unknown,may,unknown,no
CLIENT3806,retired,married,secondary,no,no,yes,unknown,jun,unknown,no
CLIENT3807,admin.,married,primary,no,yes,yes,unknown,may,unknown,no
CLIENT3808,technician,single,secondary,no,yes,no,cellular,jul,unknown,no
CLIENT3809,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT3810,blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
CLIENT3811,management,divorced,tertiary,yes,no,yes,unknown,may,unknown,no
CLIENT3812,blue-collar,single,primary,no,yes,no,unknown,jun,unknown,no
CLIENT3813,self-employed,single,secondary,no,no,no,telephone,nov,unknown,no
CLIENT3814,admin.,single,secondary,no,yes,no,unknown,may,unknown,no
CLIENT3815,management,married,tertiary,no,yes,no,cellular,may,failure,no
CLIENT3816,admin.,married,secondary,no,yes,no,cellular,may,failure,no
CLIENT3817,admin.,married,secondary,no,yes,no,cellular,apr,unknown,yes
CLIENT3818,services,divorced,secondary,no,yes,no,cellular,may,other,yes
CLIENT3819,technician,divorced,secondary,no,yes,no,cellular,aug,unknown,yes
CLIENT3820,management,single,tertiary,no,no,no,cellular,jul,unknown,no
CLIENT3821,blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,no
CLIENT3822,blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
CLIENT3823,admin.,married,secondary,no,no,no,unknown,may,unknown,no
CLIENT3824,technician,divorced,unknown,no,yes,no,unknown,may,unknown,no
CLIENT3825,technician,married,secondary,yes,yes,yes,cellular,aug,unknown,no
CLIENT3826,admin.,married,secondary,no,yes,yes,cellular,oct,unknown,no
CLIENT3827,management,married,tertiary,no,yes,yes,cellular,aug,unknown,no
CLIENT3828,blue-collar,married,unknown,no,yes,no,cellular,feb,failure,no
CLIENT3829,admin.,divorced,secondary,no,yes,no,unknown,may,unknown,no
CLIENT3830,technician,married,tertiary,no,no,yes,unknown,jun,unknown,no
CLIENT3831,management,single,tertiary,no,yes,no,cellular,apr,failure,no
CLIENT3832,technician,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT3833,admin.,divorced,secondary,no,yes,no,cellular,jul,unknown,no
CLIENT3834,self-employed,married,secondary,no,yes,no,cellular,nov,failure,no
CLIENT3835,housemaid,single,tertiary,no,no,no,cellular,feb,success,yes
CLIENT3836,technician,married,secondary,no,no,no,cellular,aug,unknown,no
CLIENT3837,blue-collar,single,unknown,no,no,no,unknown,may,unknown,no
CLIENT3838,blue-collar,married,secondary,yes,yes,no,unknown,may,unknown,no
CLIENT3839,technician,divorced,secondary,no,yes,yes,cellular,aug,unknown,no
CLIENT3840,blue-collar,married,secondary,no,yes,no,telephone,jul,unknown,no
CLIENT3841,technician,married,secondary,no,no,no,cellular,aug,unknown,no
CLIENT3842,management,divorced,tertiary,no,no,no,cellular,aug,unknown,no
CLIENT3843,unknown,married,primary,no,yes,yes,cellular,apr,success,yes
CLIENT3844,admin.,married,secondary,no,yes,no,cellular,may,failure,yes
CLIENT3845,blue-collar,married,secondary,no,yes,yes,unknown,may,unknown,no
CLIENT3846,admin.,married,secondary,no,no,no,cellular,aug,unknown,no
CLIENT3847,unemployed,divorced,secondary,no,no,no,telephone,aug,unknown,no
CLIENT3848,management,single,tertiary,no,yes,no,cellular,jun,failure,no
CLIENT3849,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT3850,blue-collar,married,primary,no,yes,no,telephone,feb,failure,no
CLIENT3851,admin.,single,secondary,no,no,no,cellular,jan,other,no
CLIENT3852,admin.,married,secondary,no,no,no,cellular,jul,unknown,no
CLIENT3853,technician,married,secondary,no,no,yes,cellular,jul,unknown,yes
CLIENT3854,technician,married,tertiary,no,yes,no,cellular,may,unknown,no
CLIENT3855,technician,married,secondary,no,no,no,cellular,aug,unknown,no
CLIENT3856,housemaid,married,primary,no,no,yes,cellular,aug,unknown,no
CLIENT3857,entrepreneur,married,tertiary,no,yes,no,cellular,may,unknown,no
CLIENT3858,admin.,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT3859,blue-collar,married,primary,no,no,no,telephone,nov,unknown,no
CLIENT3860,services,married,secondary,no,yes,no,cellular,may,unknown,no
CLIENT3861,services,married,secondary,no,no,yes,cellular,aug,unknown,no
CLIENT3862,retired,married,secondary,no,yes,yes,cellular,aug,unknown,no
CLIENT3863,technician,married,secondary,no,no,no,cellular,aug,unknown,no
CLIENT3864,technician,married,secondary,no,yes,no,cellular,apr,unknown,no
CLIENT3865,services,married,secondary,no,yes,no,cellular,may,unknown,no
CLIENT3866,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,no
CLIENT3867,management,married,tertiary,no,no,no,cellular,aug,unknown,no
CLIENT3868,admin.,single,secondary,no,no,yes,cellular,jul,unknown,no
CLIENT3869,management,divorced,tertiary,no,no,no,cellular,jul,failure,no
CLIENT3870,blue-collar,single,primary,no,no,no,cellular,jul,unknown,no
CLIENT3871,unemployed,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT3872,services,single,secondary,no,yes,no,cellular,jul,unknown,no
CLIENT3873,management,married,unknown,no,no,no,unknown,jun,unknown,no
CLIENT3874,student,single,tertiary,no,no,no,cellular,mar,success,yes
CLIENT3875,housemaid,married,secondary,no,yes,yes,telephone,jul,unknown,no
CLIENT3876,blue-collar,single,secondary,no,yes,no,cellular,may,unknown,no
CLIENT3877,unknown,married,secondary,no,no,no,telephone,mar,unknown,no
CLIENT3878,blue-collar,single,secondary,no,yes,no,unknown,jun,unknown,no
CLIENT3879,admin.,single,tertiary,no,no,no,cellular,apr,unknown,no
CLIENT3880,management,single,tertiary,no,yes,no,unknown,jun,unknown,no
CLIENT3881,technician,single,secondary,no,no,no,telephone,oct,unknown,yes
CLIENT3882,management,married,tertiary,no,yes,no,cellular,feb,unknown,no
CLIENT3883,admin.,married,secondary,no,no,no,cellular,aug,failure,no
CLIENT3884,self-employed,married,tertiary,no,no,no,cellular,aug,failure,no
CLIENT3885,entrepreneur,married,secondary,no,yes,no,cellular,jul,unknown,no
CLIENT3886,management,single,tertiary,no,no,yes,unknown,jul,unknown,no
CLIENT3887,management,single,tertiary,no,yes,no,cellular,may,unknown,no
CLIENT3888,technician,divorced,secondary,no,no,no,cellular,aug,unknown,no
CLIENT3889,management,single,tertiary,no,no,no,telephone,dec,other,yes
CLIENT3890,services,divorced,primary,no,yes,no,cellular,may,success,yes
CLIENT3891,self-employed,married,secondary,no,yes,no,unknown,jun,unknown,no
CLIENT3892,admin.,divorced,tertiary,no,yes,no,unknown,may,unknown,no
CLIENT3893,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT3894,management,single,tertiary,no,yes,no,cellular,nov,unknown,no
CLIENT3895,technician,married,secondary,no,yes,no,cellular,nov,unknown,no
CLIENT3896,blue-collar,married,primary,no,no,no,cellular,apr,success,yes
CLIENT3897,management,married,primary,no,no,no,unknown,jun,unknown,no
CLIENT3898,blue-collar,married,primary,no,no,no,unknown,may,unknown,no
CLIENT3899,management,single,tertiary,no,no,no,cellular,jul,unknown,no
CLIENT3900,admin.,single,secondary,no,yes,no,unknown,jun,unknown,no
CLIENT3901,admin.,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT3902,blue-collar,married,secondary,no,yes,no,cellular,aug,unknown,no
CLIENT3903,blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
CLIENT3904,admin.,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT3905,blue-collar,married,secondary,no,no,no,unknown,may,unknown,no
CLIENT3906,blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
CLIENT3907,management,married,tertiary,no,yes,no,cellular,aug,unknown,no
CLIENT3908,technician,married,tertiary,no,yes,no,cellular,jan,unknown,no
CLIENT3909,management,married,tertiary,no,yes,no,cellular,nov,unknown,yes
CLIENT3910,admin.,married,secondary,no,yes,no,cellular,nov,unknown,no
CLIENT3911,management,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT3912,management,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT3913,management,married,primary,no,no,no,cellular,aug,unknown,no
CLIENT3914,technician,married,tertiary,no,no,no,cellular,aug,unknown,yes
CLIENT3915,management,single,tertiary,yes,no,yes,cellular,jul,unknown,no
CLIENT3916,entrepreneur,married,tertiary,no,yes,no,cellular,nov,unknown,no
CLIENT3917,technician,single,secondary,yes,no,no,cellular,aug,unknown,yes
CLIENT3918,technician,married,secondary,no,no,no,cellular,jul,unknown,no
CLIENT3919,housemaid,married,tertiary,no,no,no,unknown,jun,unknown,no
CLIENT3920,technician,married,secondary,no,yes,no,cellular,may,unknown,no
CLIENT3921,entrepreneur,married,tertiary,no,no,no,cellular,nov,unknown,no
CLIENT3922,blue-collar,married,secondary,no,yes,no,cellular,apr,failure,no
CLIENT3923,retired,married,primary,no,yes,no,cellular,feb,failure,no
CLIENT3924,services,married,secondary,no,yes,yes,cellular,apr,unknown,no
CLIENT3925,technician,married,secondary,no,yes,yes,cellular,nov,unknown,no
CLIENT3926,retired,married,primary,no,no,no,cellular,aug,unknown,no
CLIENT3927,management,married,tertiary,no,yes,no,unknown,jun,unknown,no
CLIENT3928,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT3929,housemaid,married,unknown,no,no,no,cellular,apr,other,no
CLIENT3930,retired,divorced,secondary,no,no,no,cellular,aug,other,yes
CLIENT3931,admin.,married,secondary,no,no,no,cellular,oct,success,yes
CLIENT3932,management,married,tertiary,no,yes,yes,cellular,may,other,yes
CLIENT3933,services,single,secondary,no,no,no,unknown,oct,unknown,no
CLIENT3934,management,married,tertiary,no,yes,no,cellular,aug,unknown,no
CLIENT3935,management,single,tertiary,no,no,no,cellular,sep,unknown,no
CLIENT3936,management,married,tertiary,no,yes,no,cellular,may,unknown,yes
CLIENT3937,housemaid,married,primary,no,no,no,cellular,apr,unknown,no
CLIENT3938,services,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT3939,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
CLIENT3940,student,single,secondary,no,no,no,cellular,dec,unknown,no
CLIENT3941,blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
CLIENT3942,management,married,primary,no,no,no,cellular,nov,unknown,yes
CLIENT3943,services,single,secondary,no,yes,no,cellular,apr,other,no
CLIENT3944,management,married,tertiary,no,yes,no,cellular,aug,unknown,no
CLIENT3945,entrepreneur,married,tertiary,no,yes,yes,unknown,may,unknown,no
CLIENT3946,admin.,married,secondary,no,yes,no,unknown,jul,unknown,no
CLIENT3947,blue-collar,married,secondary,no,no,yes,unknown,jul,unknown,no
CLIENT3948,management,single,tertiary,yes,yes,no,cellular,aug,unknown,no
CLIENT3949,housemaid,married,primary,no,no,no,cellular,aug,unknown,no
CLIENT3950,blue-collar,single,secondary,no,no,no,unknown,may,unknown,no
CLIENT3951,technician,single,secondary,no,yes,no,cellular,nov,failure,no
CLIENT3952,blue-collar,married,primary,no,yes,no,cellular,may,failure,no
CLIENT3953,management,married,tertiary,no,no,no,cellular,aug,unknown,no
CLIENT3954,services,single,secondary,no,yes,no,cellular,may,unknown,no
CLIENT3955,services,married,secondary,no,yes,no,cellular,jul,unknown,no
CLIENT3956,self-employed,single,tertiary,no,yes,no,cellular,may,unknown,yes
CLIENT3957,entrepreneur,married,tertiary,no,no,no,cellular,jul,unknown,no
CLIENT3958,management,married,tertiary,no,yes,no,cellular,nov,unknown,no
CLIENT3959,retired,divorced,primary,no,no,no,unknown,jun,unknown,no
CLIENT3960,technician,married,tertiary,no,yes,no,cellular,may,unknown,no
CLIENT3961,admin.,single,tertiary,no,yes,yes,cellular,apr,unknown,yes
CLIENT3962,blue-collar,married,primary,no,yes,no,cellular,jul,unknown,no
CLIENT3963,unknown,married,unknown,no,no,no,cellular,aug,unknown,no
CLIENT3964,management,single,secondary,no,yes,no,unknown,may,unknown,no
CLIENT3965,retired,married,primary,no,no,no,unknown,jun,unknown,no
CLIENT3966,technician,divorced,secondary,no,no,no,cellular,aug,unknown,no
CLIENT3967,technician,married,secondary,no,no,no,telephone,jul,unknown,no
CLIENT3968,management,married,tertiary,no,no,no,cellular,nov,unknown,no
CLIENT3969,self-employed,married,primary,no,yes,no,unknown,may,unknown,no
CLIENT3970,management,married,tertiary,no,yes,yes,cellular,may,unknown,no
CLIENT3971,blue-collar,divorced,primary,no,yes,no,unknown,may,unknown,no
CLIENT3972,self-employed,married,secondary,no,yes,yes,cellular,jan,failure,no
CLIENT3973,technician,single,secondary,no,no,no,cellular,jul,unknown,no
CLIENT3974,retired,married,primary,no,no,no,unknown,may,unknown,no
CLIENT3975,services,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT3976,management,married,tertiary,yes,yes,no,cellular,may,other,no
CLIENT3977,admin.,married,tertiary,no,no,no,cellular,aug,unknown,no
CLIENT3978,retired,married,tertiary,no,no,no,cellular,jan,success,yes
CLIENT3979,management,single,tertiary,no,yes,no,unknown,may,unknown,no
CLIENT3980,blue-collar,married,secondary,no,yes,yes,unknown,jun,unknown,no
CLIENT3981,blue-collar,single,secondary,no,no,no,cellular,may,failure,no
CLIENT3982,management,married,tertiary,no,yes,no,unknown,may,unknown,no
CLIENT3983,technician,divorced,tertiary,no,yes,no,cellular,nov,unknown,no
CLIENT3984,services,single,secondary,no,yes,no,unknown,may,unknown,no
CLIENT3985,blue-collar,married,primary,no,yes,no,cellular,may,failure,no
CLIENT3986,unknown,single,tertiary,no,no,no,cellular,feb,unknown,no
CLIENT3987,services,married,secondary,no,yes,no,cellular,jul,unknown,no
CLIENT3988,admin.,married,secondary,no,yes,no,telephone,may,unknown,no
CLIENT3989,blue-collar,single,tertiary,no,yes,yes,unknown,may,unknown,no
CLIENT3990,unknown,married,secondary,no,no,no,cellular,aug,unknown,no
CLIENT3991,admin.,single,secondary,no,yes,no,unknown,may,unknown,no
CLIENT3992,admin.,married,tertiary,no,no,no,unknown,jun,unknown,no
CLIENT3993,management,married,tertiary,no,no,no,unknown,jun,unknown,no
CLIENT3994,entrepreneur,married,unknown,no,no,no,cellular,nov,unknown,no
CLIENT3995,blue-collar,divorced,secondary,no,yes,no,cellular,apr,unknown,yes
CLIENT3996,management,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT3997,technician,married,secondary,no,no,no,cellular,aug,unknown,no
CLIENT3998,management,married,tertiary,no,yes,no,cellular,nov,failure,no
CLIENT3999,services,married,secondary,no,no,no,cellular,may,unknown,no
CLIENT4000,admin.,divorced,secondary,no,yes,no,cellular,may,failure,no
CLIENT4001,technician,married,secondary,no,no,no,cellular,aug,unknown,no
CLIENT4002,technician,divorced,secondary,no,no,no,cellular,aug,unknown,no
CLIENT4003,student,single,secondary,no,no,no,unknown,jun,unknown,no
CLIENT4004,technician,single,secondary,no,no,no,cellular,aug,unknown,no
CLIENT4005,blue-collar,married,primary,no,yes,no,cellular,may,failure,no
CLIENT4006,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT4007,entrepreneur,married,tertiary,no,yes,no,unknown,may,unknown,no
CLIENT4008,entrepreneur,divorced,secondary,no,yes,yes,unknown,jun,unknown,no
CLIENT4009,housemaid,divorced,secondary,no,no,no,cellular,oct,success,yes
CLIENT4010,blue-collar,single,secondary,no,no,no,cellular,feb,unknown,no
CLIENT4011,technician,married,secondary,no,yes,no,cellular,jun,unknown,no
CLIENT4012,admin.,married,tertiary,no,yes,no,cellular,jul,unknown,no
CLIENT4013,technician,married,unknown,no,no,no,unknown,may,unknown,no
CLIENT4014,admin.,married,secondary,no,yes,no,unknown,jun,unknown,no
CLIENT4015,technician,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT4016,management,married,tertiary,no,yes,yes,unknown,may,unknown,no
CLIENT4017,self-employed,married,tertiary,no,no,yes,cellular,jul,unknown,no
CLIENT4018,technician,single,secondary,no,yes,no,unknown,may,unknown,no
CLIENT4019,technician,married,secondary,no,yes,yes,cellular,feb,failure,no
CLIENT4020,management,married,secondary,yes,no,no,cellular,feb,unknown,no
CLIENT4021,blue-collar,married,unknown,no,yes,no,cellular,may,unknown,yes
CLIENT4022,admin.,married,secondary,no,yes,yes,cellular,jul,unknown,no
CLIENT4023,unemployed,married,secondary,no,no,no,cellular,feb,unknown,no
CLIENT4024,blue-collar,single,tertiary,no,yes,no,unknown,jun,unknown,no
CLIENT4025,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
CLIENT4026,self-employed,married,tertiary,no,no,no,cellular,aug,unknown,no
CLIENT4027,technician,married,tertiary,no,no,no,cellular,aug,unknown,no
CLIENT4028,admin.,single,unknown,no,no,no,cellular,feb,unknown,yes
CLIENT4029,self-employed,married,secondary,no,no,yes,cellular,aug,unknown,no
CLIENT4030,blue-collar,divorced,secondary,no,yes,no,cellular,may,failure,no
CLIENT4031,services,single,secondary,no,yes,no,unknown,may,unknown,no
CLIENT4032,retired,married,secondary,no,no,no,cellular,nov,unknown,no
CLIENT4033,management,married,tertiary,no,no,no,cellular,aug,unknown,no
CLIENT4034,technician,single,secondary,no,no,no,cellular,feb,unknown,no
CLIENT4035,technician,married,secondary,no,yes,no,cellular,jul,unknown,no
CLIENT4036,technician,married,secondary,no,yes,no,cellular,nov,failure,no
CLIENT4037,management,divorced,tertiary,no,no,no,unknown,may,unknown,no
CLIENT4038,unknown,married,tertiary,no,no,no,cellular,jan,failure,no
CLIENT4039,blue-collar,married,secondary,no,yes,yes,cellular,aug,unknown,no
CLIENT4040,entrepreneur,married,primary,no,yes,no,telephone,sep,unknown,yes
CLIENT4041,blue-collar,divorced,secondary,no,no,no,cellular,jul,unknown,no
